MOC_RUBROS_ID;MOC_ZONAS_ID;RUBRO;NIVEL_RIESGO;FACTURACION_PROM_ACTUAL;INDICE_CRECIMIENTO;INDICE_ESTABILIDAD;INDICE_APERTURA;INDICE_CIERRE;INDICE_SUPERVIVENCIA;IND_AP_ACT_VS_IND_AP_ANIO_ANT;IND_CL_ACT_VS_IND_CL_ANIO_ANT;SUP_MENOS_1;SUP_ENTRE_1_Y_2;SUP_ENTRE_2_Y_3;SUP_ENTRE_3_Y_4;SUP_ENTRE_4_Y_5;SUP_MAS_5;FACTURACION_PROM_ANIO_ANT;NIVEL_LOCALES;INDICE_CIERRE_ANIO_ANT;INDICE_APERTURA_ANIO_ANT
2062;130;PANADERIAS;1;5;4;3;0.00;0.00;100.00;-100.00;-100.00;0.00;8.16;6.12;22.45;6.12;57.14;5;2;12.50;12.50
2063;131;PANADERIAS;2;3;4;2;12.50;6.25;100.00;0.00;NULL;4.17;8.33;6.25;22.92;16.67;41.67;3;2;NULL;12.50
2064;132;PANADERIAS;1;2;2;2;0.00;0.00;100.00;-100.00;NULL;0.00;22.22;33.33;0.00;11.11;33.33;2;1;NULL;33.33
2065;133;PANADERIAS;1;5;4;2;18.18;0.00;100.00;100.00;-100.00;12.12;6.06;54.55;9.09;0.00;18.18;5;1;10.00;10.00
2066;134;PANADERIAS;1;3;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;25.00;0.00;75.00;3;1;NULL;NULL
2067;135;PANADERIAS;1;5;4;5;0.00;0.00;100.00;NULL;-100.00;0.00;9.52;0.00;19.05;0.00;71.43;5;1;16.67;NULL
2068;136;PANADERIAS;1;3;4;2;25.00;0.00;100.00;0.00;NULL;11.11;22.22;0.00;0.00;33.33;33.33;3;1;NULL;33.33
2069;137;PANADERIAS;1;5;3;4;0.00;0.00;100.00;-100.00;NULL;0.00;9.09;9.09;27.27;9.09;45.45;5;1;NULL;9.09
2070;138;PANADERIAS;1;5;4;4;0.00;0.00;100.00;-100.00;NULL;0.00;20.00;23.33;30.00;0.00;26.67;5;1;NULL;30.00
2071;139;PANADERIAS;1;4;3;3;0.00;0.00;100.00;-100.00;NULL;0.00;10.00;45.00;0.00;0.00;45.00;5;1;NULL;14.29
2072;140;PANADERIAS;2;4;3;2;8.00;8.00;100.00;0.00;0.00;2.35;7.06;16.47;15.29;14.12;44.71;4;2;7.41;7.41
2073;141;PANADERIAS;1;5;4;4;6.06;0.00;100.00;-66.67;NULL;5.00;14.00;8.00;15.00;6.00;52.00;5;3;NULL;18.18
2074;142;PANADERIAS;1;4;4;3;12.50;0.00;100.00;-50.00;-100.00;13.64;9.09;0.00;22.73;13.64;40.91;4;1;14.29;28.57
2075;143;PANADERIAS;1;5;4;4;0.00;0.00;100.00;-100.00;NULL;17.65;11.76;0.00;17.65;0.00;52.94;5;1;NULL;20.00
2076;144;PANADERIAS;1;5;4;5;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;5;1;NULL;NULL
2077;145;PANADERIAS;1;5;4;4;0.00;0.00;100.00;-100.00;NULL;4.17;8.33;12.50;25.00;12.50;37.50;5;1;NULL;12.50
2078;146;PANADERIAS;2;2;3;2;0.00;7.69;100.00;-100.00;0.00;6.52;4.35;13.04;13.04;13.04;50.00;3;1;7.14;7.14
2079;147;PANADERIAS;1;2;4;5;0.00;0.00;100.00;NULL;NULL;0.00;0.00;14.29;0.00;14.29;71.43;2;1;NULL;NULL
2080;148;PANADERIAS;1;5;4;4;0.00;0.00;100.00;-100.00;NULL;0.00;7.41;11.11;0.00;0.00;81.48;5;1;NULL;11.11
2081;149;PANADERIAS;1;5;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;6.12;18.37;12.24;63.27;5;2;NULL;NULL
2082;150;PANADERIAS;1;2;4;4;25.00;0.00;100.00;NULL;NULL;10.00;0.00;0.00;0.00;30.00;60.00;2;1;NULL;NULL
2083;151;PANADERIAS;1;5;2;3;0.00;0.00;100.00;-100.00;-100.00;0.00;42.86;5.71;8.57;5.71;37.14;5;1;15.38;53.85
2084;152;PANADERIAS;3;4;4;4;0.00;0.00;50.00;NULL;-100.00;0.00;0.00;22.73;4.55;13.64;59.09;4;1;16.67;NULL
2085;153;PANADERIAS;1;5;2;4;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;5;1;NULL;NULL
2086;154;PANADERIAS;1;5;4;4;0.00;0.00;100.00;-100.00;-100.00;0.00;6.45;19.35;19.35;16.13;38.71;5;1;10.00;10.00
2087;155;PANADERIAS;1;5;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;25.00;0.00;0.00;75.00;5;1;NULL;NULL
2088;156;PANADERIAS;1;2;3;4;0.00;0.00;NULL;-100.00;NULL;0.00;28.57;0.00;0.00;0.00;71.43;2;1;NULL;33.33
2089;157;PANADERIAS;4;3;4;3;0.00;0.00;0.00;-100.00;-100.00;0.00;16.67;20.83;0.00;0.00;62.50;2;1;12.50;25.00
2090;158;PANADERIAS;1;4;3;4;0.00;0.00;100.00;-100.00;NULL;0.00;7.41;11.11;0.00;11.11;70.37;4;1;NULL;11.11
2091;159;PANADERIAS;1;5;4;5;0.00;0.00;100.00;-100.00;NULL;4.76;4.76;0.00;0.00;7.14;83.33;5;1;NULL;8.33
2092;160;PANADERIAS;1;5;3;4;0.00;0.00;100.00;-100.00;NULL;6.67;13.33;6.67;15.56;0.00;57.78;4;1;NULL;20.00
2093;161;PANADERIAS;1;2;4;3;25.00;0.00;100.00;NULL;-100.00;7.69;0.00;0.00;23.08;23.08;46.15;3;1;33.33;NULL
2094;1;TRATAMIENTOS ESTETICOS;1;2;1;2;33.33;0.00;100.00;0.00;NULL;21.43;14.29;0.00;28.57;0.00;35.71;5;1;NULL;16.67
2095;2;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2096;3;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2097;4;TRATAMIENTOS ESTETICOS;1;2;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;2;1;NULL;100.00
2098;5;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2099;6;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2100;7;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;100.00;0.00;0.00;1;1;NULL;NULL
2101;8;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2102;9;TRATAMIENTOS ESTETICOS;1;1;3;3;0.00;0.00;100.00;-100.00;NULL;0.00;30.77;7.69;0.00;0.00;61.54;1;1;NULL;40.00
2103;10;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;0.00;NULL;-100.00;0.00;100.00;0.00;0.00;0.00;0.00;1;NULL;NULL;NULL
2104;11;TRATAMIENTOS ESTETICOS;1;4;4;4;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;5;1;NULL;NULL
2105;12;TRATAMIENTOS ESTETICOS;1;1;5;4;50.00;0.00;NULL;NULL;NULL;25.00;0.00;0.00;0.00;0.00;75.00;1;1;NULL;NULL
2106;13;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;100.00;0.00;0.00;1;1;NULL;NULL
2107;14;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2108;15;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;40.00;0.00;60.00;0.00;0.00;1;1;NULL;50.00
2109;16;TRATAMIENTOS ESTETICOS;1;1;4;2;28.57;0.00;100.00;NULL;NULL;19.05;0.00;23.81;42.86;0.00;14.29;1;1;NULL;NULL
2110;17;TRATAMIENTOS ESTETICOS;1;1;4;2;16.67;0.00;100.00;-50.00;NULL;7.14;28.57;21.43;21.43;0.00;21.43;2;1;NULL;40.00
2111;18;TRATAMIENTOS ESTETICOS;1;1;2;2;0.00;0.00;100.00;-100.00;NULL;0.00;14.29;42.86;0.00;42.86;0.00;1;1;NULL;33.33
2112;19;TRATAMIENTOS ESTETICOS;1;3;3;3;0.00;0.00;100.00;-100.00;-100.00;0.00;28.57;0.00;21.43;14.29;35.71;2;1;20.00;40.00
2113;20;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;18.18;27.27;9.09;18.18;27.27;1;1;NULL;25.00
2114;21;TRATAMIENTOS ESTETICOS;1;1;1;2;0.00;0.00;100.00;-100.00;NULL;0.00;66.67;0.00;33.33;0.00;0.00;1;1;NULL;66.67
2115;22;TRATAMIENTOS ESTETICOS;1;3;4;2;14.29;0.00;100.00;0.00;NULL;5.88;11.76;17.65;41.18;0.00;23.53;4;1;NULL;20.00
2116;23;TRATAMIENTOS ESTETICOS;4;1;1;3;0.00;0.00;0.00;-100.00;-100.00;0.00;25.00;37.50;0.00;37.50;0.00;1;1;50.00;50.00
2117;24;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;-100.00;9.09;36.36;27.27;0.00;0.00;27.27;1;1;25.00;75.00
2118;25;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;NULL;NULL;100.00
2119;26;TRATAMIENTOS ESTETICOS;1;1;4;4;16.67;0.00;100.00;-50.00;NULL;6.25;25.00;0.00;12.50;0.00;56.25;1;1;NULL;33.33
2120;27;TRATAMIENTOS ESTETICOS;1;1;4;2;11.11;0.00;100.00;0.00;-100.00;10.71;0.00;32.14;21.43;14.29;21.43;1;1;12.50;12.50
2121;28;TRATAMIENTOS ESTETICOS;3;2;4;3;0.00;0.00;50.00;NULL;NULL;0.00;10.00;30.00;30.00;0.00;30.00;1;1;NULL;NULL
2122;29;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;-100.00;0.00;0.00;0.00;0.00;0.00;100.00;NULL;NULL;NULL;NULL
2123;30;TRATAMIENTOS ESTETICOS;1;3;4;3;5.56;0.00;100.00;-66.67;NULL;1.89;10.38;29.25;2.83;11.32;44.34;3;3;NULL;16.67
2124;31;TRATAMIENTOS ESTETICOS;1;2;4;4;0.00;0.00;100.00;-100.00;NULL;0.00;14.63;19.51;7.32;14.63;43.90;2;2;NULL;20.00
2125;32;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;100.00;0.00;0.00;1;1;NULL;NULL
2126;33;TRATAMIENTOS ESTETICOS;4;1;3;2;0.00;16.67;33.00;-100.00;-66.67;4.00;12.00;0.00;0.00;24.00;60.00;1;1;50.00;16.67
2127;34;TRATAMIENTOS ESTETICOS;1;2;4;4;0.00;0.00;NULL;-100.00;NULL;0.00;14.29;0.00;0.00;0.00;85.71;2;1;NULL;20.00
2128;35;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;-100.00;0.00;28.57;21.43;35.71;0.00;14.29;1;1;25.00;50.00
2129;36;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;40.00;0.00;60.00;0.00;0.00;1;1;NULL;50.00
2130;37;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;40.00;0.00;60.00;0.00;0.00;1;1;NULL;50.00
2131;38;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;40.00;0.00;0.00;60.00;0.00;1;1;NULL;50.00
2132;39;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;33.33;66.67;0.00;0.00;1;1;NULL;NULL
2133;40;TRATAMIENTOS ESTETICOS;4;1;1;2;0.00;0.00;0.00;-100.00;-100.00;0.00;66.67;0.00;33.33;0.00;0.00;1;1;50.00;100.00
2134;41;TRATAMIENTOS ESTETICOS;1;1;4;4;11.11;0.00;100.00;-66.67;NULL;4.76;28.57;0.00;28.57;9.52;28.57;1;1;NULL;37.50
2135;42;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;33.33;66.67;0.00;0.00;0.00;1;1;NULL;50.00
2136;43;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;30.77;46.15;0.00;0.00;23.08;1;1;NULL;40.00
2137;44;TRATAMIENTOS ESTETICOS;1;2;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;0.00;100.00;0.00;3;1;NULL;NULL
2138;45;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;0.00;NULL;NULL;0.00;100.00;0.00;0.00;0.00;0.00;NULL;NULL;NULL;NULL
2139;46;TRATAMIENTOS ESTETICOS;1;2;1;2;0.00;0.00;100.00;-100.00;NULL;7.69;76.92;0.00;15.38;0.00;0.00;1;1;NULL;80.00
2140;47;TRATAMIENTOS ESTETICOS;1;2;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;25.00;0.00;75.00;0.00;2;1;NULL;NULL
2141;48;TRATAMIENTOS ESTETICOS;1;1;4;2;20.00;0.00;100.00;-66.67;-100.00;7.69;53.85;23.08;0.00;0.00;15.38;1;1;25.00;75.00
2142;49;TRATAMIENTOS ESTETICOS;1;1;3;4;0.00;0.00;100.00;-100.00;NULL;15.38;15.38;0.00;23.08;23.08;23.08;1;1;NULL;20.00
2143;50;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;0.00;NULL;NULL;0.00;100.00;0.00;0.00;0.00;0.00;NULL;NULL;NULL;NULL
2144;51;TRATAMIENTOS ESTETICOS;1;3;4;4;0.00;0.00;100.00;-100.00;NULL;4.55;9.09;13.64;27.27;0.00;45.45;3;1;NULL;12.50
2145;52;TRATAMIENTOS ESTETICOS;1;1;4;3;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;1;1;NULL;NULL
2146;53;TRATAMIENTOS ESTETICOS;5;1;1;1;0.00;33.33;100.00;-100.00;NULL;0.00;41.67;8.33;25.00;25.00;0.00;1;1;NULL;50.00
2147;54;TRATAMIENTOS ESTETICOS;1;1;5;3;50.00;0.00;NULL;NULL;NULL;25.00;0.00;0.00;0.00;0.00;75.00;2;1;NULL;NULL
2148;55;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;46.43;21.43;10.71;10.71;10.71;1;1;NULL;54.55
2149;56;TRATAMIENTOS ESTETICOS;1;1;1;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;0.00;60.00;40.00;2;1;NULL;NULL
2150;57;TRATAMIENTOS ESTETICOS;1;5;1;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;40.00;0.00;60.00;3;1;NULL;NULL
2151;58;TRATAMIENTOS ESTETICOS;3;1;4;3;25.00;0.00;50.00;-20.00;-100.00;14.29;18.37;16.33;6.12;6.12;38.78;1;2;5.88;29.41
2152;59;TRATAMIENTOS ESTETICOS;1;1;4;2;20.00;0.00;100.00;0.00;NULL;7.69;15.38;76.92;0.00;0.00;0.00;1;1;NULL;25.00
2153;60;TRATAMIENTOS ESTETICOS;1;3;3;4;0.00;0.00;100.00;-100.00;-100.00;0.00;12.28;11.40;10.53;5.26;60.53;3;3;8.33;13.89
2154;61;TRATAMIENTOS ESTETICOS;3;2;4;3;0.00;0.00;50.00;-100.00;-100.00;3.17;15.87;12.70;7.94;12.70;47.62;2;2;26.32;26.32
2155;62;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2156;63;TRATAMIENTOS ESTETICOS;4;1;2;3;0.00;0.00;0.00;-100.00;NULL;0.00;57.14;0.00;0.00;0.00;42.86;2;1;NULL;66.67
2157;64;TRATAMIENTOS ESTETICOS;1;2;4;2;20.00;0.00;NULL;-50.00;NULL;9.09;36.36;0.00;0.00;0.00;54.55;2;1;NULL;50.00
2158;65;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
2159;66;TRATAMIENTOS ESTETICOS;3;3;4;2;7.41;3.70;75.00;-80.00;0.00;3.49;26.74;15.12;20.93;3.49;30.23;3;3;3.57;35.71
2160;67;TRATAMIENTOS ESTETICOS;3;3;4;2;8.70;4.35;75.00;-60.00;0.00;5.71;17.14;14.29;10.00;11.43;41.43;3;2;4.35;21.74
2161;68;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2162;69;TRATAMIENTOS ESTETICOS;1;2;4;2;13.33;0.00;100.00;-33.33;-100.00;7.69;16.48;6.59;13.19;15.38;40.66;2;3;11.11;22.22
2163;70;TRATAMIENTOS ESTETICOS;1;2;4;3;20.00;0.00;100.00;NULL;NULL;7.69;0.00;0.00;0.00;23.08;69.23;3;1;NULL;NULL
2164;71;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;100.00;0.00;0.00;1;1;NULL;NULL
2165;72;TRATAMIENTOS ESTETICOS;1;1;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;33.33;0.00;0.00;66.67;1;1;NULL;NULL
2166;73;TRATAMIENTOS ESTETICOS;1;2;3;2;0.00;0.00;100.00;-100.00;-100.00;0.00;34.48;20.69;0.00;24.14;20.69;2;1;9.09;45.45
2167;74;TRATAMIENTOS ESTETICOS;1;1;4;4;0.00;0.00;100.00;-100.00;NULL;0.00;13.33;20.00;0.00;0.00;66.67;1;1;NULL;20.00
2168;75;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2169;76;TRATAMIENTOS ESTETICOS;4;1;3;2;0.00;0.00;0.00;-100.00;-100.00;0.00;50.00;31.25;0.00;0.00;18.75;1;1;16.67;66.67
2170;77;TRATAMIENTOS ESTETICOS;1;3;4;2;22.22;0.00;100.00;100.00;NULL;16.67;8.33;12.50;0.00;25.00;37.50;2;1;NULL;12.50
2171;78;TRATAMIENTOS ESTETICOS;3;5;2;2;8.33;4.17;71.00;0.00;-66.67;2.35;5.88;17.65;20.00;14.12;40.00;5;2;11.11;7.41
2172;79;TRATAMIENTOS ESTETICOS;2;2;4;3;3.13;0.00;86.00;-80.00;NULL;3.96;8.91;19.80;15.84;0.99;50.50;2;3;NULL;14.71
2173;80;TRATAMIENTOS ESTETICOS;1;1;5;2;28.57;0.00;100.00;100.00;NULL;18.75;18.75;6.25;18.75;0.00;37.50;1;1;NULL;25.00
2174;81;TRATAMIENTOS ESTETICOS;1;1;4;3;0.00;0.00;100.00;NULL;NULL;40.00;0.00;0.00;0.00;60.00;0.00;2;1;NULL;NULL
2175;82;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;46.67;20.00;10.00;0.00;23.33;1;1;NULL;58.33
2176;83;TRATAMIENTOS ESTETICOS;1;2;4;2;16.67;0.00;100.00;-66.67;-100.00;16.67;33.33;0.00;0.00;16.67;33.33;2;1;16.67;50.00
2177;84;TRATAMIENTOS ESTETICOS;1;2;2;3;0.00;0.00;100.00;-100.00;-100.00;5.56;7.41;27.78;16.67;0.00;42.59;2;2;5.26;15.79
2178;85;TRATAMIENTOS ESTETICOS;1;2;4;2;0.00;0.00;100.00;-100.00;NULL;18.75;25.00;18.75;0.00;18.75;18.75;2;1;NULL;40.00
2179;86;TRATAMIENTOS ESTETICOS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2180;87;TRATAMIENTOS ESTETICOS;3;2;4;4;5.88;5.88;75.00;-50.00;-50.00;3.70;5.56;31.48;16.67;11.11;31.48;2;2;12.50;12.50
2181;88;TRATAMIENTOS ESTETICOS;1;1;4;3;0.00;0.00;100.00;-100.00;NULL;0.00;14.29;0.00;21.43;0.00;64.29;1;1;NULL;20.00
2182;89;TRATAMIENTOS ESTETICOS;4;2;4;2;0.00;6.25;33.00;-100.00;NULL;0.00;20.00;0.00;13.33;6.67;60.00;2;2;NULL;25.00
2183;90;TRATAMIENTOS ESTETICOS;2;2;3;2;7.14;7.14;100.00;0.00;NULL;6.98;4.65;4.65;48.84;6.98;27.91;2;1;NULL;6.67
2184;91;TRATAMIENTOS ESTETICOS;1;3;1;2;0.00;0.00;100.00;-100.00;NULL;0.00;60.00;0.00;0.00;40.00;0.00;1;1;NULL;66.67
2185;92;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
2186;93;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;40.00;0.00;0.00;60.00;0.00;1;1;NULL;50.00
2187;94;TRATAMIENTOS ESTETICOS;3;1;4;1;7.69;15.38;100.00;-66.67;NULL;2.70;16.22;18.92;8.11;8.11;45.95;2;1;NULL;25.00
2188;95;TRATAMIENTOS ESTETICOS;1;2;3;3;7.14;0.00;100.00;-80.00;NULL;4.35;21.74;21.74;15.22;6.52;30.43;2;2;NULL;29.41
2189;96;TRATAMIENTOS ESTETICOS;2;3;3;2;5.00;5.00;100.00;-83.33;0.00;1.56;18.75;14.06;9.38;4.69;51.56;3;2;4.55;27.27
2190;97;TRATAMIENTOS ESTETICOS;3;2;3;1;0.00;20.00;100.00;NULL;NULL;0.00;0.00;20.00;0.00;20.00;60.00;2;1;NULL;NULL
2191;98;TRATAMIENTOS ESTETICOS;4;2;4;4;0.00;0.00;0.00;NULL;NULL;0.00;14.29;0.00;0.00;0.00;85.71;2;1;NULL;NULL
2192;99;TRATAMIENTOS ESTETICOS;4;1;2;1;0.00;25.00;100.00;-100.00;NULL;0.00;18.18;0.00;0.00;27.27;54.55;1;1;NULL;25.00
2193;100;TRATAMIENTOS ESTETICOS;1;1;4;4;0.00;0.00;NULL;NULL;-100.00;0.00;0.00;0.00;0.00;0.00;100.00;1;1;100.00;NULL
2194;101;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;40.00;0.00;0.00;0.00;60.00;1;1;NULL;50.00
2195;102;TRATAMIENTOS ESTETICOS;1;1;4;3;0.00;0.00;100.00;-100.00;NULL;0.00;9.68;22.58;48.39;0.00;19.35;2;1;NULL;18.18
2196;103;TRATAMIENTOS ESTETICOS;1;2;4;2;11.11;0.00;100.00;-83.33;-100.00;9.09;50.00;0.00;0.00;13.64;27.27;2;1;12.50;75.00
2197;104;TRATAMIENTOS ESTETICOS;1;3;4;3;0.00;0.00;100.00;-100.00;NULL;0.00;33.33;16.67;16.67;16.67;16.67;3;1;NULL;42.86
2198;105;TRATAMIENTOS ESTETICOS;3;1;3;1;16.67;16.67;100.00;-50.00;NULL;6.25;25.00;18.75;0.00;18.75;31.25;1;1;NULL;33.33
2199;106;TRATAMIENTOS ESTETICOS;4;1;2;3;20.00;0.00;0.00;-33.33;NULL;11.11;16.67;8.33;11.11;13.89;38.89;1;1;NULL;23.08
2200;107;TRATAMIENTOS ESTETICOS;1;1;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;25.00;0.00;25.00;50.00;1;1;NULL;NULL
2201;108;TRATAMIENTOS ESTETICOS;3;1;3;1;0.00;16.67;100.00;-100.00;NULL;0.00;25.00;0.00;37.50;37.50;0.00;1;1;NULL;33.33
2202;109;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
2203;110;TRATAMIENTOS ESTETICOS;1;2;4;3;0.00;0.00;100.00;-100.00;NULL;0.00;21.05;31.58;0.00;0.00;47.37;2;1;NULL;28.57
2204;111;TRATAMIENTOS ESTETICOS;1;3;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;25.00;50.00;25.00;2;1;NULL;NULL
2205;112;TRATAMIENTOS ESTETICOS;1;1;4;3;0.00;0.00;100.00;-100.00;NULL;0.00;17.39;26.09;4.35;0.00;52.17;2;1;NULL;25.00
2206;113;TRATAMIENTOS ESTETICOS;1;2;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;57.14;0.00;42.86;0.00;0.00;2;1;NULL;66.67
2207;114;TRATAMIENTOS ESTETICOS;3;1;4;1;14.29;14.29;100.00;-66.67;NULL;5.56;38.89;0.00;16.67;0.00;38.89;1;1;NULL;50.00
2208;115;TRATAMIENTOS ESTETICOS;1;4;3;2;11.11;0.00;100.00;-50.00;NULL;3.70;14.81;22.22;22.22;37.04;0.00;5;1;NULL;20.00
2209;116;TRATAMIENTOS ESTETICOS;3;2;4;2;25.00;0.00;50.00;0.00;-100.00;7.69;15.38;38.46;38.46;0.00;0.00;2;1;66.67;33.33
2210;117;TRATAMIENTOS ESTETICOS;1;3;3;3;0.00;0.00;100.00;-100.00;-100.00;0.00;10.39;31.17;18.18;11.69;28.57;2;2;3.70;14.81
2211;118;TRATAMIENTOS ESTETICOS;3;5;4;2;0.00;10.53;100.00;-100.00;100.00;0.00;3.13;9.38;25.00;21.88;40.63;5;2;5.00;5.00
2212;119;TRATAMIENTOS ESTETICOS;1;1;2;3;50.00;0.00;100.00;0.00;NULL;14.29;14.29;28.57;0.00;0.00;42.86;1;1;NULL;33.33
2213;120;TRATAMIENTOS ESTETICOS;1;1;4;3;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;1;1;NULL;NULL
2214;121;TRATAMIENTOS ESTETICOS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;100.00;0.00;0.00;1;1;NULL;NULL
2215;122;TRATAMIENTOS ESTETICOS;1;1;4;4;20.00;0.00;100.00;NULL;NULL;7.69;0.00;46.15;0.00;0.00;46.15;1;1;NULL;NULL
2216;123;TRATAMIENTOS ESTETICOS;1;5;4;2;50.00;0.00;100.00;NULL;NULL;50.00;0.00;0.00;0.00;50.00;0.00;5;1;NULL;NULL
2217;124;TRATAMIENTOS ESTETICOS;4;1;4;4;0.00;0.00;0.00;-100.00;NULL;0.00;25.00;25.00;0.00;0.00;50.00;1;1;NULL;25.00
2218;125;TRATAMIENTOS ESTETICOS;4;3;2;4;0.00;0.00;0.00;-100.00;NULL;7.14;28.57;0.00;0.00;0.00;64.29;3;1;NULL;50.00
