MOC_DEMOGRAFIA_ID;MOC_ZONAS_ID;PK_RANGO_ETARIO_ID;PK_GENERO_ID;POBLACION_VIVIENTE;POBLACION_TRABAJADORA;RANGO_ETARIO;GENERO
2012;144;4;1;999;774;[40-50);M
2013;144;3;1;1091;901;[30-40);M
2014;144;5;0;852;790;[50-60);H
2015;144;1;0;782;109;[10-20);H
2016;144;2;0;970;835;[20-30);H
2017;145;4;1;619;509;[40-50);M
2018;145;1;0;436;54;[10-20);H
2019;145;5;1;622;458;[50-60);M
2020;145;0;0;407;0;[0-10);H
2021;145;2;1;535;419;[20-30);M
2022;145;6;0;903;459;[60-INF);H
2023;145;3;0;580;548;[30-40);H
2024;145;2;0;529;445;[20-30);H
2025;145;6;1;1687;387;[60-INF);M
2026;145;4;0;496;476;[40-50);H
2027;145;5;0;523;485;[50-60);H
2028;145;1;1;432;67;[10-20);M
2029;145;3;1;694;594;[30-40);M
2030;145;0;1;413;0;[0-10);M
2031;146;2;0;2296;1941;[20-30);H
2032;146;5;1;2122;1683;[50-60);M
2033;146;3;1;3120;2777;[30-40);M
2034;146;4;1;2149;1844;[40-50);M
2035;146;6;0;2851;1552;[60-INF);H
2036;146;0;1;1615;0;[0-10);M
2037;146;1;0;1406;215;[10-20);H
2038;146;1;1;1355;193;[10-20);M
2039;146;5;0;1626;1515;[50-60);H
2040;146;4;0;1780;1709;[40-50);H
2041;146;3;0;2826;2728;[30-40);H
2042;146;2;1;2682;2168;[20-30);M
2043;146;6;1;5158;1563;[60-INF);M
2044;146;0;0;1655;0;[0-10);H
2045;147;1;0;697;126;[10-20);H
2046;147;4;1;1086;928;[40-50);M
2047;147;5;0;830;785;[50-60);H
2048;147;6;1;2096;642;[60-INF);M
2049;147;0;1;837;0;[0-10);M
2050;147;2;0;1189;1024;[20-30);H
2051;147;3;1;1733;1536;[30-40);M
2052;147;0;0;893;0;[0-10);H
2053;147;5;1;1079;848;[50-60);M
2054;147;4;0;956;921;[40-50);H
2055;147;1;1;751;112;[10-20);M
2056;147;3;0;1530;1488;[30-40);H
2057;147;2;1;1298;1054;[20-30);M
2058;147;6;0;1300;691;[60-INF);H
2059;148;6;1;1370;402;[60-INF);M
2060;148;4;1;652;565;[40-50);M
2061;148;0;0;600;0;[0-10);H
2062;148;2;1;871;716;[20-30);M
2063;148;1;1;564;95;[10-20);M
2064;148;3;0;946;910;[30-40);H
2065;148;5;0;580;531;[50-60);H
2066;148;4;0;617;585;[40-50);H
2067;148;6;0;825;436;[60-INF);H
2068;148;1;0;573;105;[10-20);H
2069;148;0;1;581;0;[0-10);M
2070;148;2;0;808;710;[20-30);H
2071;148;5;1;703;540;[50-60);M
2072;148;3;1;924;811;[30-40);M
2073;149;6;0;3378;1754;[60-INF);H
2074;149;4;1;2523;2197;[40-50);M
2075;149;2;1;3145;2519;[20-30);M
2076;149;4;0;2147;2030;[40-50);H
2077;149;3;0;3074;2946;[30-40);H
2078;149;1;0;1708;284;[10-20);H
2079;149;0;0;1781;0;[0-10);H
2080;149;6;1;6423;1971;[60-INF);M
2081;149;5;1;2541;2002;[50-60);M
2082;149;3;1;3335;2933;[30-40);M
2083;149;0;1;1735;0;[0-10);M
2084;149;2;0;2855;2434;[20-30);H
2085;149;1;1;1706;258;[10-20);M
2086;149;5;0;1945;1802;[50-60);H
2087;150;0;1;659;0;[0-10);M
2088;150;6;0;984;547;[60-INF);H
2089;150;5;1;844;662;[50-60);M
2090;150;4;0;777;736;[40-50);H
2091;150;3;1;1200;1075;[30-40);M
2092;150;2;0;1045;895;[20-30);H
2093;150;1;1;682;121;[10-20);M
2094;150;5;0;694;647;[50-60);H
2095;150;4;1;906;753;[40-50);M
2096;150;0;0;693;0;[0-10);H
2097;150;6;1;1677;537;[60-INF);M
2098;150;3;0;1125;1069;[30-40);H
2099;150;1;0;660;140;[10-20);H
2100;150;2;1;1120;895;[20-30);M
2101;151;0;1;1704;0;[0-10);M
2102;151;3;1;2337;1956;[30-40);M
2103;151;6;1;4696;1255;[60-INF);M
2104;151;2;0;2236;1930;[20-30);H
2105;151;4;0;1618;1534;[40-50);H
2106;151;5;1;1979;1525;[50-60);M
2107;151;1;1;1642;266;[10-20);M
2108;151;0;0;1787;0;[0-10);H
2109;151;6;0;2767;1398;[60-INF);H
2110;151;3;0;2346;2237;[30-40);H
2111;151;4;1;1909;1573;[40-50);M
2112;151;5;0;1583;1416;[50-60);H
2113;151;1;0;1674;269;[10-20);H
2114;151;2;1;2305;1781;[20-30);M
2115;152;2;0;1459;1291;[20-30);H
2116;152;1;0;1202;214;[10-20);H
2117;152;0;0;1189;0;[0-10);H
2118;152;3;0;1490;1423;[30-40);H
2119;152;6;1;2764;677;[60-INF);M
2120;152;5;0;1094;1010;[50-60);H
2121;152;4;1;1288;1023;[40-50);M
2122;152;6;0;1703;885;[60-INF);H
2123;152;3;1;1572;1279;[30-40);M
2124;152;1;1;1166;186;[10-20);M
2125;152;2;1;1447;1112;[20-30);M
2126;152;0;1;1161;0;[0-10);M
2127;152;4;0;1126;1078;[40-50);H
2128;152;5;1;1325;943;[50-60);M
2129;153;1;1;673;95;[10-20);M
2130;153;5;0;631;587;[50-60);H
2131;153;6;0;930;438;[60-INF);H
2132;153;2;0;893;764;[20-30);H
2133;153;0;0;652;0;[0-10);H
2134;153;4;1;750;602;[40-50);M
2135;153;3;0;772;726;[30-40);H
2136;153;1;0;719;117;[10-20);H
2137;153;6;1;1392;317;[60-INF);M
2138;153;2;1;878;648;[20-30);M
2139;153;3;1;833;660;[30-40);M
2140;153;4;0;681;650;[40-50);H
2141;153;0;1;667;0;[0-10);M
2142;153;5;1;744;517;[50-60);M
2143;154;3;1;919;782;[30-40);M
2144;154;1;1;622;113;[10-20);M
2145;154;6;0;988;564;[60-INF);H
2146;154;4;0;643;620;[40-50);H
2147;154;2;1;816;635;[20-30);M
2148;154;5;1;704;551;[50-60);M
2149;154;0;1;595;0;[0-10);M
2150;154;0;0;634;0;[0-10);H
2151;154;4;1;770;649;[40-50);M
2152;154;6;1;1528;466;[60-INF);M
2153;154;5;0;618;581;[50-60);H
2154;154;2;0;804;683;[20-30);H
2155;154;3;0;848;811;[30-40);H
2156;154;1;0;633;106;[10-20);H
2157;155;2;1;750;493;[20-30);M
2158;155;0;0;331;0;[0-10);H
2159;155;3;1;624;469;[30-40);M
2160;155;5;1;458;316;[50-60);M
2161;155;1;0;358;58;[10-20);H
2162;155;4;0;469;376;[40-50);H
2163;155;6;1;755;262;[60-INF);M
2164;155;3;0;592;477;[30-40);H
2165;155;0;1;301;0;[0-10);M
2166;155;2;0;766;540;[20-30);H
2167;155;5;0;416;311;[50-60);H
2168;155;6;0;552;282;[60-INF);H
2169;155;1;1;369;60;[10-20);M
2170;155;4;1;509;400;[40-50);M
2171;156;1;0;737;135;[10-20);H
2172;156;3;1;1330;1127;[30-40);M
2173;156;5;0;745;696;[50-60);H
2174;156;2;1;1287;941;[20-30);M
2175;156;0;1;675;0;[0-10);M
2176;156;4;1;982;838;[40-50);M
2177;156;2;0;1285;1068;[20-30);H
2178;156;6;1;2264;692;[60-INF);M
2179;156;6;0;1233;642;[60-INF);H
2180;156;1;1;708;92;[10-20);M
2181;156;5;1;1019;801;[50-60);M
2182;156;3;0;1277;1219;[30-40);H
2183;156;4;0;864;815;[40-50);H
2184;156;0;0;742;0;[0-10);H
2185;157;1;1;369;50;[10-20);M
2186;157;4;1;551;470;[40-50);M
2187;157;2;0;898;668;[20-30);H
2188;157;5;0;519;436;[50-60);H
2189;157;3;0;816;713;[30-40);H
2190;157;0;1;384;0;[0-10);M
2191;157;6;0;836;449;[60-INF);H
2192;157;3;1;820;667;[30-40);M
2193;157;4;0;566;504;[40-50);H
2194;157;5;1;596;472;[50-60);M
2195;157;2;1;851;632;[20-30);M
2196;157;1;0;410;87;[10-20);H
2197;157;0;0;411;0;[0-10);H
2198;157;6;1;1215;422;[60-INF);M
2199;158;1;1;625;103;[10-20);M
2200;158;2;0;1325;982;[20-30);H
2201;158;5;1;848;656;[50-60);M
2202;158;4;0;713;608;[40-50);H
2203;158;0;0;521;0;[0-10);H
2204;158;3;0;1096;940;[30-40);H
2205;158;6;1;1977;691;[60-INF);M
2206;158;1;0;526;90;[10-20);H
2207;158;2;1;1458;962;[20-30);M
2208;158;3;1;1092;860;[30-40);M
2209;158;0;1;548;0;[0-10);M
2210;158;4;1;862;687;[40-50);M
2211;158;5;0;693;588;[50-60);H
2212;158;6;0;1083;599;[60-INF);H
2213;159;1;0;1220;183;[10-20);H
2214;159;6;0;2690;1786;[60-INF);H
2215;159;2;1;3252;2277;[20-30);M
2216;159;4;1;1638;1371;[40-50);M
2217;159;0;0;1032;0;[0-10);H
2218;159;5;1;1909;1504;[50-60);M
2219;159;3;1;2163;1898;[30-40);M
2220;159;0;1;1053;0;[0-10);M
2221;159;6;1;4808;1803;[60-INF);M
2222;159;2;0;2647;1940;[20-30);H
2223;159;1;1;1309;199;[10-20);M
2224;159;3;0;1797;1681;[30-40);H
2225;159;4;0;1271;1191;[40-50);H
2226;159;5;0;1351;1258;[50-60);H
2227;160;1;0;1739;231;[10-20);H
2228;160;0;1;1710;0;[0-10);M
2229;160;6;0;4119;2614;[60-INF);H
2230;160;5;0;2099;1933;[50-60);H
2231;160;4;1;2652;2205;[40-50);M
2232;160;2;0;3566;2643;[20-30);H
2233;160;4;0;2085;1965;[40-50);H
2234;160;3;1;3457;2942;[30-40);M
2235;160;6;1;6989;2581;[60-INF);M
2236;160;5;1;2969;2360;[50-60);M
2237;160;0;0;1774;0;[0-10);H
2238;160;1;1;1972;319;[10-20);M
2239;160;3;0;2839;2656;[30-40);H
2240;160;2;1;4559;3291;[20-30);M
2241;161;3;0;1048;998;[30-40);H
2242;161;6;1;1884;543;[60-INF);M
2243;161;4;0;800;745;[40-50);H
2244;161;5;0;685;630;[50-60);H
2245;161;1;1;657;116;[10-20);M
2246;161;3;1;1190;1006;[30-40);M
2247;161;0;1;700;0;[0-10);M
2248;161;2;1;1053;816;[20-30);M
2249;161;6;0;1119;539;[60-INF);H
2250;161;4;1;878;755;[40-50);M
2251;161;5;1;899;675;[50-60);M
2252;161;1;0;726;112;[10-20);H
2253;161;0;0;724;0;[0-10);H
2254;161;2;0;1018;877;[20-30);H
